축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관명,주최기관명,후원기관명,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명,외국인방문수,사진
제29회 한라산 청정고사리 축제,서중천 주변 (남원읍 한남리 1622-5 일원),2025-04-26,2025-04-27,자연이 살아숨쉬는 남원읍에서 혼디 고사리 꺾으멍 지꺼지게,남원읍축제위원회,남원읍사무소,,064-760-4183,http://www.jejugosari.net/,,,제주특별자치도 서귀포시 남원읍 한남리 1622-5,33.33150118,126.678001,2025-09-15,6500000,제주특별자치도,134,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제14회 가파도 청보리축제,서귀포시 대정읍 가파리 일원,2025-04-04,2025-04-07,청보리가 넘실되는 배경으로 관광객과 도민이 함께하는 청보리축제가 서귀포시 대정읍 가파도 일원에서 개최될 예정입니다.,가파리마을회,가파리청보리축제위원회,대정읍사무소,067-794-7130,,,제주특별자치도 서귀포시 대정읍 가파로 2,,33.16622854,126.2689316,2025-09-15,6500000,제주특별자치도,93,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2025년 제 1회 차 없는 거리 걷기축제,탑동광장,2025-04-26,2025-04-26,길 위에서 만나는 제주. 거리에서 시작되는 새로운 변화,제주특별자치도,제주특별자치도,,064-710-2932,,,제주특별자치도 제주시 중앙로 1,,33.51814845,126.5251248,2025-09-15,6500000,제주특별자치도,167,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제19회 설문대할망 페스티벌,제주돌문화공원,2025-05-15,2025-05-15,설문대할망 제의식을 시작으로 다양한 음악과 춤. 공연이 함께하는 제주 고유 문화예술축제인 설문대할망 페스티벌,돌문화공원관리소,돌문화공원관리소,,064-710-7744,https://www.jeju.go.kr/jejustonepark/index.htm,,제주특별자치도 제주시 조천읍 남조로 2023,,33.45133062,126.6566618,2025-09-15,6500000,제주특별자치도,-41,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2025 성안올레 걷기 축제,사라봉 일원,2025-05-10,2025-05-10,제주의 과거와 현재를 만날 수 있는 특별한 길 성안올레 와 원도심의 숨은 보석 사라봉 을 체험할 수 있는 2025 성안올레 걷기 축제에 여러분을 초대합니다.,제주특별자치도 제주시,제주특별자치도 제주시,,064-728-2752,https://www.jejusi.go.kr/seonganolle/main.do,,제주특별자치도 제주시 사라봉동길 74,,33.51866341,126.5476898,2025-09-15,6500000,제주특별자치도,150,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2025 삼다콘서트,연동 삼다공원 일대,2025-06-13,2025-07-12,제주시 연동 도심 속 삼다공원에서 펼쳐지는 야간 문화관광 축제,제주관광공사+제주MBC,제주특별자치도,,064-740-2723,,,,제주특별자치도 제주시 연동 302-1,33.48910965,126.4961138,2025-09-15,6500000,제주특별자치도,127,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제 5회 웰니스 숲힐링 축제,서귀포치유의숲+서귀포자연휴양림+붉은오름자연휴양림+사려니숲,2025-06-13,2025-06-17,숲과 숨이 하나의 호흡이 될 때 비로소 느끼는 온전한 쉼. 서귀포 숲이 전하는 푸르른 내일의 희망. 6월 제주의 숲에서 자녀와 함께 휴식과 놀이를 즐겨보자.,제주특별자치도 서귀포시+제주관광공사,제주특별자치도 서귀포시+제주관광공사,,064-738-4544,,,제주특별자치도 서귀포시 산록남로 2271,,33.29193862,126.5279023,2025-09-15,6500000,제주특별자치도,138,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
세계 환경의 날 기념행사 2025 환경 한마당 축제,제주국제컨벤션센터,2025-06-05,2025-06-05,플라스틱 오염 문제에 대한 관심과 공감대를 높이고 지속가능한 자원순환사회로 나아가기 위해 도민과 함께하는 ‘2025 환경 한마당 축제,제주특별자치도,제주특별자치도,,064-748-1021,http://www.la21jeju.or.kr/,,제주특별자치도 서귀포시 중문관광로 224,,33.24128964,126.4244429,2025-09-15,6500000,제주특별자치도,24,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2025 서귀포 야해페스티벌,자구리공원,2025-06-13,2025-06-14,자구리공원에서 야해 페스티벌과 함께 감성 충전. 에너지 충전하세요 ~,제주특별자치도,제주특별자치도 서귀포시,,064-760-2654,,,제주특별자치도 서귀포시 칠십리로 145,,33.24437926,126.5689408,2025-09-15,6500000,제주특별자치도,73,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제10회 월대천 축제,외도동 월대천 일대,2025-07-18,2025-07-20,월대천 축제는 제주시 외도동에 위치한 월대천 일원에서 개최되는 지역 축제입니다.,월대천축제추진위원회,외도동주민자치위원회,,064-728-1544,,,제주특별자치도 제주시 월대6길 5,,33.49352506,126.4359884,2025-09-15,6500000,제주특별자치도,146,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2025 새연교 주말 문화공연 『금토금토 새연쇼』,서귀포항 새연교 일원,2025-07-25,2025-10-25,빛으로 물든 서귀포의 랜드마크 새연교에서 펼쳐지는 특별한 공연. 낭만 가득 밤바다와 함께 설렘 가득한 불꽃쇼까지,제주특별자치도 서귀포시,제주특별자치도 서귀포시,,064-760-2654,https://www.seogwipo.go.kr/group/culture/tourism/main.htm,,제주특별자치도 서귀포시 남성중로 43,,33.2398076,126.5582549,2025-09-15,6500000,제주특별자치도,116,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
농악대축제,시민운동장,2017-10-20,2017-10-22,농악행사,농악보존회,광명시청,광명시의회,02-899-1664,,구름산예술제(시민회관),경기도 광명시 오리로 703,경기도 광명시 하안동 577,37.46251993,126.8711626,2022-09-29,3900000,경기도 광명시,12,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
소하도서관 책축제 팔짱+책을 품다,소하도서관 광장+한내천 일대,2016-04-15,2016-04-15,프리마켓+책축제+전시+공연+체험,소하도서관 청소년수련관,광명시청,,02-2680-0926,https://gmlib.gm.go.kr/front/,팔짱(청소년수련관),경기도 광명시 소하일로 7,경기도 광명시 소하동 1331,37.44545884,126.8879928,2022-09-29,3900000,경기도 광명시,135,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
농악대축제,시민운동장,2018-10-27,2018-10-28,농악행사,농악보존회,광명시청,광명시의회,02-899-1664,,,경기도 광명시 시청로 20,경기도 광명시 철산동 222-1,37.47909912,126.8648475,2022-09-29,3900000,경기도 광명시,76,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
구름산예술제,시민체육관,2018-08-31,2018-09-02,예술 전시+부대행사,한국예술문화단체총연합회 광명지회,광명시청,광명시의회,02-2680-6871,,,경기도 광명시 오리로 703,경기도 광명시 하안동 577,37.46251993,126.8711626,2022-09-29,3900000,경기도 광명시,126,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제7회 목감천 친환경 축제,우리공원,2019-05-25,2019-05-25,주민자치프로그램 공연+목감천 가요제 등,광명6동주민자치위원회+유관단체,목감천친환경축제위원회,,02-2680-6672,,,경기도 광명시 광명로791번길 6,경기도 광명시 광명동 786,37.4710361,126.8486332,2022-09-29,3900000,경기도 광명시,117,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
평생학습도시 선언 20주년 컨퍼런스,광명시평생학습원,2019-11-01,2019-11-01,평생학습도시 선언 20주년 컨퍼런스+전시,평생학습원,광명시청,광명시의회,02-2680-2549,,,경기도 광명시 오리로854번길 10,경기도 광명시 철산동 419,37.4743772,126.8684796,2022-09-29,3900000,경기도 광명시,107,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2022 페스티벌 광명,철산역 8차선도로,2022-10-08,2022-10-09,문화백신 기획축제(개막프로그램+제작프로그램+시민참여프로그램+광대전 등),광명시+광명문화재단+광명문화원+한국예술문화단체총연합회 광명지회,광명시청,광명시의회,02-2680-2162,http://gm.go.kr/,,경기도 광명시 철산로 13,,37.4762,126.8677,2022-09-29,3900000,경기도 광명시,-18,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
구름산예술제,시민체육관,2019-05-11,2019-05-12,예술 전시+부대행사,한국예술문화단체총연합회 광명지회,광명시청,광명시의회,02-2680-6229,,,경기도 광명시 오리로 703,경기도 광명시 하안동 577,37.4625199339,126.871162585,2022-09-29,3900000,경기도 광명시,165,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
구름산예술제,광명문화예술교육지원센터 광명극장,2021-10-09,2021-10-10,예술 전시+부대행사,한국예술문화단체총연합회 광명지회,광명시청,광명시의회,02-2680-6229,,,경기도 광명시 철망산로 2,경기도 광명시 하안동 산 718-20,37.4667641149,126.86990079,2022-09-29,3900000,경기도 광명시,172,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제27회 오리문화제,광명시민체육관 등,2018-08-31,2018-09-01,오리이원익 영우참배+헌화식+전시+체험마당+재현행사 등,광명문화원,광명시청,광명시의회,02-2618-5800,www.gmcc.or.kr/,광명문화원,경기도 광명시 철망산로 42,경기도 광명시 하안동 718-18,37.4674687,126.8732102,2022-09-29,3900000,경기도 광명시,189,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2025 해맞이 행사,미정,2025-01-01,2025-01-01,"해맞이 행사를 통한 군의 발전과 안녕, 화합은 온 군민과 함께 기원",예산문화원,충청남도 예산군,,041-339-7317,,,개최장소 미정,,,,2024-11-19,4610000,충청남도 예산군,111,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2024 노원수제맥주축제,화랑대 철도공원 일원,2024-05-25,2024-05-26,30개 브루어리 200종 수제맥주 판매+초청공연 등,노원문화재단,노원문화재단,서울특별시 노원구청,02-2289-3466,https://www.nowonarts.kr/,,,서울시 노원구 공릉동 29-4,,,2024-07-17,3100000,서울특별시 노원구,69,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2024 댄싱노원,노원역 일원(KB국민은행/롯데백화점 ~ 순복음교회),2024-09-28,2024-09-29,댄싱퍼레이드 전국경연+댄싱페스타+거리예술공연 등,노원문화재단,노원문화재단,서울특별시 노원구청,02-2289-3464,https://www.nowonarts.kr/,,서울시 노원구 동일로 1414,,,,2024-07-17,3100000,서울특별시 노원구,155,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2024 노원달빛산책,당현천 일원(상계역~ 중계역 2KM 구간),2024-10-18,2024-11-17,예술 등/빛 조각 작품 전시+해외작가전 등,노원문화재단,노원문화재단,서울특별시 노원구청,02-2289-3473,https://www.nowonarts.kr/,,서울시 노원구 한글비석로19길 28,,,,2024-07-17,3100000,서울특별시 노원구,147,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
청남대 재즈토닉페스티벌,청남대,2025-05-23,2025-05-25,문화예술공연+MD부스,CJB,충청북도청,,043-257-5080,,,충청북도 청주시 상당구 문의면 청남대길 646,,,,2024-12-23,6430000,충청북도,114,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
청남대 영춘제,청남대,2025-04-19,2025-05-05,문화예술공연+미술작품 기획전+푸드존+와인페스티벌+지역특산물 홍보 판매장 등,충청북도청,충청북도청,,043-257-5080,,,충청북도 청주시 상당구 문의면 청남대길 646,,,,2024-12-23,6430000,충청북도,193,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
청남대가을축제,청남대 일원,2025-10-25,2025-11-09,국화·조형물작품·야생화 전시+공연+체험,청남대관리사업소,충청북도청,,043-220-6411,,,충청북도 청주시 상당구 문의면 청남대길 646,,,,2024-12-23,6430000,충청북도,54,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제15회 반딧불 곤충축제,충북농업기술원 일원,2025-06-13,2025-06-15,반딧불 등 정서·반려곤충 체험관 운영 등 부대행사 추진,충북농업기술원,충청북도청,,043-220-5591,,,충청북도 청주시 청원구 오창읍 가곡길 46,,,,2024-12-23,6430000,충청북도,81,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
2024 캠프레이크 페스티벌,부평리 빙어호 일원,2024-06-14,2024-06-23,소양호 주변 감성캠핑장을 중심으로 다양한 이벤트 개최,인제군문화재단,인제군문화재단,강원특별자치도 인제군,033-460-8900,https://www.injefestival.com/summer/index.html,,,강원특별자치도 인제군 남면 부평리 555-2번지,37.998306,128.098465,2024-12-13,4331000,강원특별자치도 인제군,128,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제6회 인제가을꽃축제,용대관광지 일원,2024-09-28,2024-10-20,가을꽃축제,인제군문화재단,인제군문화재단,강원특별자치도 인제군,033-460-8900,https://www.injefestival.com/flower/index.html,,강원특별자치도 인제군 북면 십이선녀탕길 16(용대리),강원특별자치도 인제군 북면 용대리 1795,38.18560593,128.3061965,2024-12-13,4331000,강원특별자치도 인제군,107,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
제42회 합강문화제,인제잔디구장,2024-10-11,2024-10-13,합강문화제,강원특별자치도 인제군,강원특별자치도 인제군,,033-460-2081,https://www.inje.go.kr,,강원특별자치도 인제군 인제읍 비봉로44번길 113,강원특별자치도 인제군 인제읍 남북리 817,38.05819013,128.164151,2024-12-13,4331000,강원특별자치도 인제군,129,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
춘장대해수욕장 여름문화예술축제,춘장대해수욕장 중앙광장,2024-07-27,2024-07-28,한여름밤의 트롯이야기+춘장대 시네마+춘장대 푸파 페스티벌 등,춘장대해수욕장 운영협의회,충청남도 서천군,,041-950-4016,http://tour.seocheon.go.kr,,충청남도 서천군 서면 춘장대길 20,충청남도 서천군 서면 도둔리 1319,36.16334922,126.5243355,2024-12-19,4580000,충청남도 서천군,88,https://www.visitbusan.net/uploadImgs/files/cntnts/20191222162111363_thumbL
